시도,시군구코드,시군구명,위도,경도,축척,행정구역최소X좌표,행정구역최소Y좌표,행정구역최대X좌표,행정구역최대Y좌표,매핑코드,상태,자치구구분,지진해일발생분류,지진구역
48,250,김해시,35.27197339,128.84541675,100000,128.69438533,35.15175549,129.01297833,35.39513097,48250,Y,Y,,1
48,270,밀양시,35.49811321,128.7893258,100000,128.57108179,35.34475846,129.02603391,35.64710733,48270,Y,Y,,2
48,310,거제시,34.87057319,128.6235488,100000,128.45536947,34.68102234,128.75481217,35.0613269,48310,Y,Y,,1
48,330,양산시,35.40135275,129.04127509,100000,128.87255097,35.27329971,129.22000347,35.52909978,48330,Y,Y,,1
48,720,의령군,35.39233236,128.27737151,100000,128.08035933,35.25346321,128.43653161,35.51896954,48720,Y,Y,,1
48,730,함안군,35.29115888,128.43124901,100000,128.27425748,35.16395794,128.59135224,35.39919422,48730,Y,Y,,1
48,740,창녕군,35.50841905,128.49284313,100000,128.34876098,35.37141085,128.65618721,35.68239292,48740,Y,Y,,1
48,820,고성군,35.01586319,128.29049989,100000,128.10089573,34.88043399,128.50157503,35.13226825,48820,Y,Y,,1
48,840,남해군,34.81820071,127.94150889,200000,127.80684588,34.67514524,128.08741064,34.94713875,48840,Y,Y,,1
48,850,하동군,35.13786027,127.77915967,100000,127.57608725,34.92216851,127.94242171,35.33233181,48850,Y,Y,,2
48,860,산청군,35.36854753,127.88439167,100000,127.68793685,35.21882377,128.11522999,35.57618283,48860,Y,Y,,1
48,870,함양군,35.55149807,127.72187394,100000,127.5854078,35.31588924,127.87774548,35.77168131,48870,Y,Y,,1
48,880,거창군,35.7324914,127.90419324,100000,127.67904567,35.51445612,128.09507765,35.91458306,48880,Y,Y,,1
48,890,합천군,35.57654693,128.14164836,100000,127.95313202,35.36808726,128.37336462,35.83258637,48890,Y,Y,,2
50,110,제주시,33.44307252,126.53040895,10000,126.1434555,33.27309298,126.97374814,34.01321654,49101,Y,N,,2
50,130,서귀포시,33.3245722,126.58151854,10000,126.16832111,33.11249985,126.94787293,33.48707975,49102,Y,N,,2
90,000,"제외(북한,일본)",,,,,,,,,N,N,,
